basin,date,lat,lon,gear,sci_name,species,n
Pontchartrain,1992-03-24,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,1
Pontchartrain,1992-03-24,29.6386,-89.5232,Otter trawl,Sphoeroides Parvus,Least Puffer,15
Pontchartrain,1992-03-31,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,1456
Pontchartrain,1992-03-31,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,4
Pontchartrain,1992-03-31,29.6386,-89.5232,Otter trawl,Bairdiella Chrysoura,Silver Perch,104
Pontchartrain,1992-03-31,29.6386,-89.5232,Otter trawl,Dasyatis Sabina,Atlantic Stingray,1
Pontchartrain,1992-03-31,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,1161
Pontchartrain,1992-03-31,29.6386,-89.5232,Otter trawl,Penaeus Setiferus,White Shrimp,1
Pontchartrain,1992-03-31,29.6386,-89.5232,Otter trawl,Sphoeroides Parvus,Least Puffer,1
Pontchartrain,1992-04-07,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,1780
Pontchartrain,1992-04-07,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,9
Pontchartrain,1992-04-07,29.6386,-89.5232,Otter trawl,Bairdiella Chrysoura,Silver Perch,40
Pontchartrain,1992-04-07,29.6386,-89.5232,Otter trawl,Callinectes Sapidus,Blue Crab,20
Pontchartrain,1992-04-07,29.6386,-89.5232,Otter trawl,Leiostomus Xanthurus,Spot,1
Pontchartrain,1992-04-07,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,774
Pontchartrain,1992-04-07,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,6
Pontchartrain,1992-04-07,29.6386,-89.5232,Otter trawl,Penaeus Duorarum,Pink Shrimp,20
Pontchartrain,1992-04-07,29.6386,-89.5232,Otter trawl,Penaeus Setiferus,White Shrimp,20
Pontchartrain,1992-04-14,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,2600
Pontchartrain,1992-04-14,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,144
Pontchartrain,1992-04-14,29.6386,-89.5232,Otter trawl,Bairdiella Chrysoura,Silver Perch,35
Pontchartrain,1992-04-14,29.6386,-89.5232,Otter trawl,Brevoortia Patronus,Gulf Menhaden,1
Pontchartrain,1992-04-14,29.6386,-89.5232,Otter trawl,Callinectes Sapidus,Blue Crab,1
Pontchartrain,1992-04-14,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,1300
Pontchartrain,1992-04-14,29.6386,-89.5232,Otter trawl,Penaeus Setiferus,White Shrimp,72
Pontchartrain,1992-04-21,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,3303
Pontchartrain,1992-04-21,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,4
Pontchartrain,1992-04-21,29.6386,-89.5232,Otter trawl,Bairdiella Chrysoura,Silver Perch,4
Pontchartrain,1992-04-21,29.6386,-89.5232,Otter trawl,Callinectes Sapidus,Blue Crab,1
Pontchartrain,1992-04-21,29.6386,-89.5232,Otter trawl,Cynoscion Arenarius,Sand Seatrout,4
Pontchartrain,1992-04-21,29.6386,-89.5232,Otter trawl,Leiostomus Xanthurus,Spot,16
Pontchartrain,1992-04-21,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,600
Pontchartrain,1992-04-21,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,15
Pontchartrain,1992-04-21,29.6386,-89.5232,Otter trawl,Penaeus Setiferus,White Shrimp,9
Pontchartrain,1992-04-21,29.6386,-89.5232,Otter trawl,Porichthys Plectrodon,Atlantic Midshipman,1
Pontchartrain,1992-04-21,29.6386,-89.5232,Otter trawl,Prionotus Tribulus,Bighead Searobin,1
Pontchartrain,1992-04-21,29.6386,-89.5232,Otter trawl,Sphoeroides Parvus,Least Puffer,4
Pontchartrain,1992-04-21,29.6386,-89.5232,Otter trawl,Trichiurus lepturus,Atlantic Cutlassfish,1
Pontchartrain,1992-04-29,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,2824
Pontchartrain,1992-04-29,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,1
Pontchartrain,1992-04-29,29.6386,-89.5232,Otter trawl,Brevoortia Patronus,Gulf Menhaden,1320
Pontchartrain,1992-04-29,29.6386,-89.5232,Otter trawl,Leiostomus Xanthurus,Spot,12
Pontchartrain,1992-04-29,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,80
Pontchartrain,1992-04-29,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,42
Pontchartrain,1992-05-05,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,2961
Pontchartrain,1992-05-05,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,25
Pontchartrain,1992-05-05,29.6386,-89.5232,Otter trawl,Dasyatis Sabina,Atlantic Stingray,1
Pontchartrain,1992-05-05,29.6386,-89.5232,Otter trawl,Leiostomus Xanthurus,Spot,49
Pontchartrain,1992-05-05,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,63
Pontchartrain,1992-05-05,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,25
Pontchartrain,1992-05-05,29.6386,-89.5232,Otter trawl,Sphoeroides Parvus,Least Puffer,1
Pontchartrain,1992-05-05,29.6386,-89.5232,Otter trawl,Trichiurus lepturus,Atlantic Cutlassfish,1
Pontchartrain,1992-05-11,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,4004
Pontchartrain,1992-05-11,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,42
Pontchartrain,1992-05-11,29.6386,-89.5232,Otter trawl,Brevoortia Patronus,Gulf Menhaden,4
Pontchartrain,1992-05-11,29.6386,-89.5232,Otter trawl,Callinectes Sapidus,Blue Crab,1
Pontchartrain,1992-05-11,29.6386,-89.5232,Otter trawl,Cynoscion Arenarius,Sand Seatrout,35
Pontchartrain,1992-05-11,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,297
Pontchartrain,1992-05-11,29.6386,-89.5232,Otter trawl,Paralichthys Lethostigma,Southern Flounder,1
Pontchartrain,1992-05-11,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,290
Pontchartrain,1992-05-11,29.6386,-89.5232,Otter trawl,Sphoeroides Parvus,Least Puffer,1
Pontchartrain,1992-05-21,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,980
Pontchartrain,1992-05-21,29.6386,-89.5232,Otter trawl,Anguilla Rostrata,American Eel,1
Pontchartrain,1992-05-21,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,384
Pontchartrain,1992-05-21,29.6386,-89.5232,Otter trawl,Callinectes Sapidus,Blue Crab,1
Pontchartrain,1992-05-21,29.6386,-89.5232,Otter trawl,Cynoscion Arenarius,Sand Seatrout,190
Pontchartrain,1992-05-21,29.6386,-89.5232,Otter trawl,Leiostomus Xanthurus,Spot,594
Pontchartrain,1992-05-21,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,1116
Pontchartrain,1992-05-21,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,1092
Pontchartrain,1992-05-21,29.6386,-89.5232,Otter trawl,Porichthys Plectrodon,Atlantic Midshipman,1
Pontchartrain,1992-05-21,29.6386,-89.5232,Otter trawl,Sphoeroides Parvus,Least Puffer,1
Pontchartrain,1992-05-27,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,4510
Pontchartrain,1992-05-27,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,1
Pontchartrain,1992-05-27,29.6386,-89.5232,Otter trawl,Cynoscion Arenarius,Sand Seatrout,9
Pontchartrain,1992-05-27,29.6386,-89.5232,Otter trawl,Leiostomus Xanthurus,Spot,1
Pontchartrain,1992-05-27,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,45
Pontchartrain,1992-05-27,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,15
Pontchartrain,1992-06-01,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,690
Pontchartrain,1992-06-01,29.6386,-89.5232,Otter trawl,Callinectes Sapidus,Blue Crab,4
Pontchartrain,1992-06-01,29.6386,-89.5232,Otter trawl,Cynoscion Arenarius,Sand Seatrout,36
Pontchartrain,1992-06-01,29.6386,-89.5232,Otter trawl,Leiostomus Xanthurus,Spot,48
Pontchartrain,1992-06-01,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,495
Pontchartrain,1992-06-01,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,2160
Pontchartrain,1992-06-01,29.6386,-89.5232,Otter trawl,Sphoeroides Parvus,Least Puffer,1
Pontchartrain,1992-06-08,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,450
Pontchartrain,1992-06-08,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,4
Pontchartrain,1992-06-08,29.6386,-89.5232,Otter trawl,Callinectes Sapidus,Blue Crab,16
Pontchartrain,1992-06-08,29.6386,-89.5232,Otter trawl,Citharichthys Spilopterus,Bay Whiff,1
Pontchartrain,1992-06-08,29.6386,-89.5232,Otter trawl,Cynoscion Arenarius,Sand Seatrout,150
Pontchartrain,1992-06-08,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,210
Pontchartrain,1992-06-08,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,756
Pontchartrain,1992-06-08,29.6386,-89.5232,Otter trawl,Penaeus Setiferus,White Shrimp,1
Pontchartrain,1992-06-08,29.6386,-89.5232,Otter trawl,Prionotus Tribulus,Bighead Searobin,1
Pontchartrain,1992-06-08,29.6386,-89.5232,Otter trawl,Sphoeroides Parvus,Least Puffer,4
Pontchartrain,1992-06-08,29.6386,-89.5232,Otter trawl,Symphurus Plagiusa,Blackcheek Tonguefish,1
Pontchartrain,1992-06-16,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,5004
Pontchartrain,1992-06-16,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,1
Pontchartrain,1992-06-22,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,1256
Pontchartrain,1992-06-22,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,16
Pontchartrain,1992-06-22,29.6386,-89.5232,Otter trawl,Cynoscion Arenarius,Sand Seatrout,4
Pontchartrain,1992-06-22,29.6386,-89.5232,Otter trawl,Leiostomus Xanthurus,Spot,912
Pontchartrain,1992-06-22,29.6386,-89.5232,Otter trawl,Lolliguncula Brevis,Atlantic Brief Squid,20
Pontchartrain,1992-06-22,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,16
Pontchartrain,1992-06-22,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,12
Pontchartrain,1992-06-22,29.6386,-89.5232,Otter trawl,Sphoeroides Parvus,Least Puffer,1
Pontchartrain,1992-07-01,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,45
Pontchartrain,1992-07-01,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,12
Pontchartrain,1992-07-01,29.6386,-89.5232,Otter trawl,Bagre Marinus,Gafftopsail Catfish,20
Pontchartrain,1992-07-01,29.6386,-89.5232,Otter trawl,Callinectes Sapidus,Blue Crab,286
Pontchartrain,1992-07-01,29.6386,-89.5232,Otter trawl,Cynoscion Arenarius,Sand Seatrout,120
Pontchartrain,1992-07-01,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,96
Pontchartrain,1992-07-01,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,675
Pontchartrain,1992-07-01,29.6386,-89.5232,Otter trawl,Porichthys Plectrodon,Atlantic Midshipman,1
Pontchartrain,1992-07-01,29.6386,-89.5232,Otter trawl,Sphoeroides Parvus,Least Puffer,6
Pontchartrain,1992-07-08,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,2040
Pontchartrain,1992-07-08,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,1
Pontchartrain,1992-07-08,29.6386,-89.5232,Otter trawl,Bagre Marinus,Gafftopsail Catfish,1
Pontchartrain,1992-07-08,29.6386,-89.5232,Otter trawl,Callinectes Sapidus,Blue Crab,2
Pontchartrain,1992-07-08,29.6386,-89.5232,Otter trawl,Chaetodipterus Faber,Atlantic Spadefish,1
Pontchartrain,1992-07-08,29.6386,-89.5232,Otter trawl,Cynoscion Arenarius,Sand Seatrout,1
Pontchartrain,1992-07-08,29.6386,-89.5232,Otter trawl,Etropus Crossotus,Fringed Flounder,1
Pontchartrain,1992-07-08,29.6386,-89.5232,Otter trawl,Leiostomus Xanthurus,Spot,1
Pontchartrain,1992-07-08,29.6386,-89.5232,Otter trawl,Lolliguncula Brevis,Atlantic Brief Squid,4
Pontchartrain,1992-07-08,29.6386,-89.5232,Otter trawl,Menticirrhus Americanus,Southern Kingfish,1
Pontchartrain,1992-07-08,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,102
Pontchartrain,1992-07-08,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,25
Pontchartrain,1992-07-08,29.6386,-89.5232,Otter trawl,Symphurus Plagiusa,Blackcheek Tonguefish,1
Pontchartrain,1992-07-08,29.6386,-89.5232,Otter trawl,Trichiurus lepturus,Atlantic Cutlassfish,25
Pontchartrain,1992-07-16,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,1568
Pontchartrain,1992-07-16,29.6386,-89.5232,Otter trawl,Callinectes Sapidus,Blue Crab,1
Pontchartrain,1992-07-22,29.6386,-89.5232,Otter trawl,Anchoa Hepsetus,Striped Anchovy,40
Pontchartrain,1992-07-22,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,4830
Pontchartrain,1992-07-22,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,30
Pontchartrain,1992-07-22,29.6386,-89.5232,Otter trawl,Lolliguncula Brevis,Atlantic Brief Squid,408
Pontchartrain,1992-07-22,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,1
Pontchartrain,1992-07-28,29.6386,-89.5232,Otter trawl,Anchoa Hepsetus,Striped Anchovy,40
Pontchartrain,1992-07-28,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,2960
Pontchartrain,1992-07-28,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,72
Pontchartrain,1992-07-28,29.6386,-89.5232,Otter trawl,Caranx Hippos,Crevalle Jack,1
Pontchartrain,1992-07-28,29.6386,-89.5232,Otter trawl,Citharichthys Spilopterus,Bay Whiff,1
Pontchartrain,1992-07-28,29.6386,-89.5232,Otter trawl,Lolliguncula Brevis,Atlantic Brief Squid,70
Pontchartrain,1992-08-03,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,55
Pontchartrain,1992-08-12,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,816
Pontchartrain,1992-08-12,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,9
Pontchartrain,1992-08-12,29.6386,-89.5232,Otter trawl,Lolliguncula Brevis,Atlantic Brief Squid,9
Pontchartrain,1992-08-17,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,3760
Pontchartrain,1992-08-17,29.6386,-89.5232,Otter trawl,Brevoortia Patronus,Gulf Menhaden,1
Pontchartrain,1992-08-28,29.6386,-89.5232,Otter trawl,Anchoa Hepsetus,Striped Anchovy,9
Pontchartrain,1992-08-28,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,6498
Pontchartrain,1992-08-28,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,1
Pontchartrain,1992-08-28,29.6386,-89.5232,Otter trawl,Chloroscombrus Chrysurus,Atlantic Bumper,4
Pontchartrain,1992-08-28,29.6386,-89.5232,Otter trawl,Lolliguncula Brevis,Atlantic Brief Squid,1
Pontchartrain,1992-08-28,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,1
Pontchartrain,1992-08-31,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,2240
Pontchartrain,1992-08-31,29.6386,-89.5232,Otter trawl,Lolliguncula Brevis,Atlantic Brief Squid,1
Pontchartrain,1992-08-31,29.6386,-89.5232,Otter trawl,Menticirrhus Americanus,Southern Kingfish,1
Pontchartrain,1992-08-31,29.6386,-89.5232,Otter trawl,Scomberomorus Maculatus,Spanish Mackerel,1
Pontchartrain,1992-09-09,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,828
Pontchartrain,1992-09-09,29.6386,-89.5232,Otter trawl,Lolliguncula Brevis,Atlantic Brief Squid,12
Pontchartrain,1992-09-16,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,5310
Pontchartrain,1992-09-16,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,25
Pontchartrain,1992-09-16,29.6386,-89.5232,Otter trawl,Bagre Marinus,Gafftopsail Catfish,4
Pontchartrain,1992-09-16,29.6386,-89.5232,Otter trawl,Callinectes Sapidus,Blue Crab,1
Pontchartrain,1992-09-16,29.6386,-89.5232,Otter trawl,Citharichthys Spilopterus,Bay Whiff,1
Pontchartrain,1992-09-16,29.6386,-89.5232,Otter trawl,Cynoscion Arenarius,Sand Seatrout,30
Pontchartrain,1992-09-16,29.6386,-89.5232,Otter trawl,Cynoscion Nebulosus,Spotted Seatrout,1
Pontchartrain,1992-09-16,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,4
Pontchartrain,1992-09-16,29.6386,-89.5232,Otter trawl,Prionotus Tribulus,Bighead Searobin,1
Pontchartrain,1992-09-16,29.6386,-89.5232,Otter trawl,Sphoeroides Parvus,Least Puffer,56
Pontchartrain,1992-09-16,29.6386,-89.5232,Otter trawl,Trinectes Maculatus,Hogchoker,1
Pontchartrain,1992-09-21,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,486
Pontchartrain,1992-09-21,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,1
Pontchartrain,1992-09-21,29.6386,-89.5232,Otter trawl,Paralichthys Lethostigma,Southern Flounder,1
Pontchartrain,1992-10-05,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,810
Pontchartrain,1992-10-05,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,1
Pontchartrain,1992-10-05,29.6386,-89.5232,Otter trawl,Lolliguncula Brevis,Atlantic Brief Squid,2
Pontchartrain,1992-10-05,29.6386,-89.5232,Otter trawl,Penaeus Setiferus,White Shrimp,6
Pontchartrain,1992-10-05,29.6386,-89.5232,Otter trawl,Synodus Foetens,Inshore Lizardfish,1
Pontchartrain,1992-10-13,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,320
Pontchartrain,1992-10-13,29.6386,-89.5232,Otter trawl,Callinectes Sapidus,Blue Crab,1
Pontchartrain,1992-10-13,29.6386,-89.5232,Otter trawl,Caranx Hippos,Crevalle Jack,1
Pontchartrain,1992-10-13,29.6386,-89.5232,Otter trawl,Cynoscion Arenarius,Sand Seatrout,1
Pontchartrain,1992-10-13,29.6386,-89.5232,Otter trawl,Etropus Crossotus,Fringed Flounder,1
Pontchartrain,1992-10-13,29.6386,-89.5232,Otter trawl,Lolliguncula Brevis,Atlantic Brief Squid,1
Pontchartrain,1992-10-13,29.6386,-89.5232,Otter trawl,Synodus Foetens,Inshore Lizardfish,1
Pontchartrain,1992-10-20,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,238
Pontchartrain,1992-10-20,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,4
Pontchartrain,1992-10-20,29.6386,-89.5232,Otter trawl,Lolliguncula Brevis,Atlantic Brief Squid,560
Pontchartrain,1992-10-20,29.6386,-89.5232,Otter trawl,Penaeus Duorarum,Pink Shrimp,1
Pontchartrain,1992-10-20,29.6386,-89.5232,Otter trawl,Penaeus Setiferus,White Shrimp,9
Pontchartrain,1992-10-20,29.6386,-89.5232,Otter trawl,Selene Vomer,Lookdown,1
Pontchartrain,1992-10-20,29.6386,-89.5232,Otter trawl,Sphoeroides Parvus,Least Puffer,9
Pontchartrain,1992-10-26,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,342
Pontchartrain,1992-10-26,29.6386,-89.5232,Otter trawl,Arius Felis,Sea Catfish,1
Pontchartrain,1992-10-26,29.6386,-89.5232,Otter trawl,Cynoscion Arenarius,Sand Seatrout,1
Pontchartrain,1992-10-26,29.6386,-89.5232,Otter trawl,Lolliguncula Brevis,Atlantic Brief Squid,1
Pontchartrain,1992-11-10,29.6386,-89.5232,Otter trawl,Penaeus Aztecus,Brown Shrimp,1
Pontchartrain,1992-11-23,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,18
Pontchartrain,1992-11-23,29.6386,-89.5232,Otter trawl,Selene Setapinnis,Atlantic Moonfish,1
Pontchartrain,1992-11-23,29.6386,-89.5232,Otter trawl,Sphoeroides Parvus,Least Puffer,1
Pontchartrain,1992-12-07,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,98
Pontchartrain,1992-12-07,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,1
Pontchartrain,1993-01-07,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,28
Pontchartrain,1993-01-07,29.6386,-89.5232,Otter trawl,Archosargus Probatocephalus,Sheepshead,1
Pontchartrain,1993-01-07,29.6386,-89.5232,Otter trawl,Menidia Beryllina,Inland Silverside,6
Pontchartrain,1993-01-07,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,50
Pontchartrain,1993-01-07,29.6386,-89.5232,Otter trawl,Penaeus Setiferus,White Shrimp,1
Pontchartrain,1993-01-22,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,50
Pontchartrain,1993-01-22,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,24
Pontchartrain,1993-02-03,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,160
Pontchartrain,1993-02-03,29.6386,-89.5232,Otter trawl,Callinectes Sapidus,Blue Crab,1
Pontchartrain,1993-02-03,29.6386,-89.5232,Otter trawl,Menidia Beryllina,Inland Silverside,1
Pontchartrain,1993-02-03,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,270
Pontchartrain,1993-02-16,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,225
Pontchartrain,1993-02-16,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,8
Pontchartrain,1993-03-03,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,1500
Pontchartrain,1993-03-03,29.6386,-89.5232,Otter trawl,Brevoortia Patronus,Gulf Menhaden,6
Pontchartrain,1993-03-03,29.6386,-89.5232,Otter trawl,Callinectes Sapidus,Blue Crab,1
Pontchartrain,1993-03-03,29.6386,-89.5232,Otter trawl,Dasyatis Sabina,Atlantic Stingray,1
Pontchartrain,1993-03-03,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,105
Pontchartrain,1993-03-03,29.6386,-89.5232,Otter trawl,Sphoeroides Parvus,Least Puffer,20
Pontchartrain,1993-03-08,29.6386,-89.5232,Otter trawl,Anchoa Hepsetus,Striped Anchovy,1
Pontchartrain,1993-03-08,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,710
Pontchartrain,1993-03-08,29.6386,-89.5232,Otter trawl,Brevoortia Patronus,Gulf Menhaden,4
Pontchartrain,1993-03-08,29.6386,-89.5232,Otter trawl,Micropogonias Undulatus,Atlantic Croaker,36
Pontchartrain,1993-03-17,29.6386,-89.5232,Otter trawl,Anchoa Mitchilli,Bay Anchovy,816
Pontchartrain,1993-03-17,29.6386,-89.5232,Otter trawl,Brevoortia Patronus,Gulf Menhaden,1
